transitive	salim	Table-base
تَوَّجَ	4	م
تَتَوَّجَ	5	ل
تاحَ	3	ل
تارَ	3	ل
تاوَرَ	4	م
تافَ	3	ل
تاقَ	3	ل/م
تَتَوَّقَ	5	ل
تالَ	3	ل
تَوَّمَ	4	م
تاوَنَ	4	م
تاهَ	3	ل
تَوَّهَ	4	م
تَوَى	3	م
تَوِيَ	3	ل
أَتْوَى	4	ل
تاحَ	3	ل
أَتاحَ	4	م
تازَ	3	ل/م
تايَزَ	4	م
تَتَيَّزَ	5	ل
تاسَ	3	ل
تَيِسَ	3	ل
تَيَّسَ	4	م
تايَسَ	4	م
تَتايَسَ	5	ل
اِسْتَتْيَسَ	6	ل
تاعَ	3	ل/م
تَيَّعَ	4	ل/م
تايَعَ	4	ل
أَتاعَ	4	ل/م
تَتَيَّعَ	5	ل
تَتايَعَ	5	ل/م
اِتّايَعَ	6	ل/م
تامَ	3	ل/م
تَيَّمَ	4	م
أَتامَ	4	ل
اِتَّامَ	5	ل
تاهَ	3	ل
تَيَّهَ	4	م
أَتاهَ	4	م
تَثَأَّبَ	5	ل/م
تَثاءَبَ	5	ل
ثَئِدَ	3	ل
ثَأَرَ	3	م/ل
أَثْأَرَ	4	ل
اِثَّأَرَ	5	ل
اِسْتَثْأَرَ	6	ل
ثَأَى	3	م
ثَئِيَ	3	ل
ثَبَّ	3	ل
ثَبَتَ	3	ل
ثَبُتَ	3	ل
ثَبَّتَ	4	م
أَثْبَتَ	4	ل/م
تَثَبَّتَ	5	ل
اِسْتَثْبَتَ	6	ل
ثَبَجَ	3	ل/م
ثَبِجَ	3	ل
ثَبَّجَ	4	ل
ثَبَرَ	3	ل/م
ثَبِرَ	3	ل
ثَبَّرَ	4	م
ثابَرَ	4	ل
تَثابَرَ	5	ل
ثَبَطَ	3	ل/م
ثَبِطَ	3	ل
ثَبَّطَ	4	م
أَثْبَطَ	4	م
تَثَبَّطَ	5	ل
ثَبَقَ	3	ل
ثَبَنَ	3	م/ل
أَثْبَنَ	4	ل
ثَبَى	3	م
ثَبَّى	4	ل/م
ثَتَمَ	3	ل/م
تَثَتَّمَ	5	ل
اِنْثَتَمَ	5	ل
ثَجَّ	3	ل
ثَجَّ	3	م
ثَجَرَ	3	م
ثَجِرَ	3	ل
ثَجَّرَ	4	م
ثَجِلَ	3	ل
ثَجَّلَ	4	م
ثَجَمَ	3	م
ثَجِمَ	3	ل
ثَجَّمَ	4	ل
أَثْجَمَ	4	ل
ثَخُنَ	3	ل
أَثْخَنَ	4	ل/م
اِسْتَثْخَنَ	6	ل
ثَدَقَ	3	ل/م
اِنْثَدَقَ	5	ل
ثَدَّمَ	4	م
ثَدِنَ	3	ل
ثَدا	3	م
ثَدَى	3	م
ثَدِيَ	3	ل
ثَدَّى	4	م
ثَرَبَ	3	م
ثَرَّبَ	4	ل/م
أَثْرَبَ	4	ل/م
ثَرَدَ	3	م
ثَرِدَ	3	ل
أَثْرَدَ	4	م
ثَرَّ	3	ل/م
ثَرَّرَ	4	م
ثَرَمَ	3	م
ثَرِمَ	3	ل
أَثْرَمَ	4	م
اِنْثَرِمَ	5	ل
ثَرا	3	ل/م
ثَرَى	3	م/ل
ثَرِيَ	3	ل
ثَرَّى	4	ل/م
أَثْرَى	4	ل
ثَطَّ	3	ل
ثَطا	3	ل
ثَعَبَ	3	م
اِنْثَعَبَ	5	ل
ثَعِرَ	3	ل
أَثْعَرَ	4	ل
ثَعِطَ	3	ل
ثَعَّطَ	4	م
ثَعَّ	3	ل
اِنْثَعَّ	5	ل
ثَعِلَ	3	ل
أَثْعَلَ	4	ل
ثَغَبَ	3	م
تَثَغَّبَ	5	ل
ثَغَرَ	3	م
أَثْغَرَ	4	ل
اِثَّغَرَ	5	ل
ثَغِمَ	3	ل
ثاغَمَ	4	م
أَثْغَمَ	4	ل/م
ثَغا	3	ل
أَثْغَى	4	م
ثَفَأَ	3	م
ثَفَّدَ	4	م
ثَفَّرَ	4	م
أَثْفَرَ	4	م
اِسْتَثْفَرَ	6	م/ل
ثَفَلَ	3	ل/م
ثَفَّلَ	4	م
ثافَلَ	4	ل
أَثْفَلَ	4	ل
تَثَفَّلَ	5	م/ل
ثَفِنَ	3	ل
ثافَنَ	4	م
أَثْفَنَ	4	م
ثَفَى	3	م
ثَفَّى	4	م
أَثْفَى	4	م
ثَقَبَ	3	ل/م
ثَقُبَ	3	ل
ثَقَّبَ	4	ل/م
أَثْقَبَ	4	م
تَثَقَّبَ	5	ل/م
اِنْثَقَبَ	5	ل
ثَقُفَ	3	ل
ثَقِفَ	3	ل/م
ثَقَّفَ	4	م
ثاقَفَ	4	م
تَثَقَّفَ	5	ل
تَثاقَفَ	5	ل
ثَقَلَ	3	م
ثَقُلَ	3	ل
ثَقَّلَ	4	م/ل
أَثْقَلَ	4	ل/م
تَثاقَلَ	5	ل
اِثّاقَلَ	6	ل
اِسْتَثْقَلَ	6	ل/م
ثَكِلَ	3	م
أَثْكَلَ	4	ل/م
ثَلَبَ	3	م
ثَلِبَ	3	ل
ثَلَثَ	3	م
ثَلَّثَ	4	ل/م
أَثْلَثَ	4	ل/م
ثَلَجَ	3	ل/م
ثَلِجَ	3	ل
أَثْلَجَ	4	ل/م
ثَلَخَ	3	ل
ثَلِخَ	3	ل
ثَلَّخَ	4	م
ثَلَطَ	3	ل/م
ثَلَغَ	3	م
ثَلَّغَ	4	م
ثَلَّ	3	م
ثَلَّ	3	ل
أَثَلَّ	4	ل/م
تَثَلَّلَ	5	ل
اِنْثَلَّ	5	ل
ثَلَمَ	3	م
ثَلِمَ	3	ل
ثَلَّمَ	4	م
تَثَلَّمَ	5	ل
اِنْثَلَمَ	5	ل
ثَمَأَ	3	م
ثَمَجَ	3	م
أَثْمَجَ	4	م
ثَمَدَ	3	ل/م
ثَمِدَ	3	ل
أَثْمَدَ	4	م
اِثَّمَدَ	5	ل/م
اِسْتَثْمَدَ	6	م
ثَمَرَ	3	ل
ثَمَّرَ	4	ل/م
أَثْمَرَ	4	ل/م
اِسْتَثْمَرَ	6	م
ثَمَغَ	3	م
ثَمَّغَ	4	م
ثَمَلَ	3	ل/م
ثَمِلَ	3	ل
ثَمَّلَ	4	م
أَثْمَلَ	4	ل/م
تَثَمَّلَ	5	ل/م
ثَمَّ	3	م
ثَمَّمَ	4	م
اِنْثَمَّ	5	ل
ثَمَنَ	3	م
ثَمُنَ	3	ل
ثَمَّنَ	4	م
ثامَنَ	4	م
أَثْمَنَ	4	ل/م
ثَنَّنَ	4	ل
أَثَنَّ	4	ل
ثَنَى	3	م
ثَنَّى	4	م/ل
أَثْنَى	4	ل
تَثَنَّى	5	ل
تَثانَى	5	ل
اِنْثَنَى	5	ل
اِثَّنَى	5	ل
اِسْتَثْنَى	6	م
ثابَ	3	ل
ثَوَّبَ	4	ل/م
ثاوَبَ	4	م
أَثابَ	4	م
تَثَوَّبَ	5	ل
اِسْتَثابَ	6	م
ثارَ	3	ل
ثوَّرَ	4	م
ثاوَرَ	4	م
أَثارَ	4	م
تَثَوَّرَ	5	ل
تَثاوَرَ	5	ل
اِسْتَثارَ	6	م
ثالَ	3	ل/م
ثَوِلَ	3	ل
تَثَوَّلَ	5	ل
اِنْثالَ	5	ل
ثَوَى	3	ل
ثَوَّى	4	م
أَثْوَى	4	ل/م
تَثَوَّى	5	م
جَأَبَ	3	ل
جَأَثَ	3	ل
جَئِثَ	3	ل
أَجْأَثَ	4	م
اِنْجَأَثَ	5	ل
جَأَرَ	3	ل
جَئِرَ	3	ل
جَئِزَ	3	ل
أَجْأَزَ	4	م
جَأَشَ	3	ل
جَأَفَ	3	م
جَأَّفَ	4	م
اِنْجَأَفَ	5	ل
اِجْتَأَفَ	5	م
جَأَى	3	ل
جَأَى	3	م
جَئِيَ	3	ل
أَجْأَى	4	م
جَبَأَ	3	ل/م
أَجْبَأَ	4	ل/م
جَبَّ	3	م
جَبَّ	3	ل
جَبَّبَ	4	ل
جابَّ	4	م
أَجَبَّ	4	ل
تَجابَّ	5	ل
اِنْجَبَّ	5	ل
اِجْتَبَّ	5	ل/م
جَبَذَ	3	ل/م
اِنْجَبَذَ	5	ل
اِجْتَبَذَ	5	م
جَبَرَ	3	ل/م
جَبَّرَ	4	م
أَجْبَرَ	4	م
تَجَبَّرَ	5	ل/م
اِنْجَبَرَ	5	ل
اِجْتَبَرَ	5	ل/م
اِسْتَجْبَرَ	6	ل/م
جَبَّسَ	4	م
تَجَبَّسَ	5	ل
جَبَلَ	3	م
جَبِلَ	3	ل
جَبَّلَ	4	م
جابَلَ	4	ل
أَجْبَلَ	4	ل/م
تَجَبَّلَ	5	ل/م
جَبَنَ	3	ل
جَبُنَ	3	ل
جَبَّنَ	4	م
أَجْبَنَ	4	م
تَجَبَّنَ	5	ل
اِجْتَبَنَ	5	م
جَبَهَ	3	م
جَبِهَ	3	ل
جَبَّهَ	4	م
اِجْتَبَهَ	5	م
جَبا	3	م
جَبَى	3	م
جَبَّى	4	ل
اِجْتَبَى	5	م
جَثَّ	3	ل/م
اِنْجَثَّ	5	ل
اِجْتَثَّ	5	ل/م
جَثَلَ	3	م
جَثُلَ	3	ل
جَثَمَ	3	ل/م
جَثَّمَ	4	م/ل
تَجَثَّمَ	5	م
جَثا	3	ل/م
جَثَّى	4	م
جاثَى	4	م
أَجْثَى	4	م
تَجاثَى	5	ل
جَحَّ	3	م
أَجَحَّ	4	ل
اِنْجَحَّ	5	ل
جَحَدَ	3	م
جَحِدَ	3	ل
أَجْحَدَ	4	ل/م
جَحَرَ	3	ل/م
أَجْحَرَ	4	ل/م
تَجَحَّرَ	5	ل
اِنْجَحَرَ	5	ل
اِجْتَحَرَ	5	م
جَحَشَ	3	ل/م
جَاحَشَ	4	ل/م
جَحَظَ	3	ل/م
جَحَّظَ	4	ل/م
تَجاحَظَ	5	ل
جَحَفَ	3	ل/م
جاحَفَ	4	م/ل
أَجْحَفَ	4	ل
تَجاحَفَ	5	م/ل
اِجْتَحَفَ	5	م
جَحَلَ	3	م
جَحَّلَ	4	م
جَحَمَ	3	م
جَحِمَ	3	ل
جَحَّمَ	4	م
أَجْحَمَ	4	ل/م
تَجَحَّمَ	5	ل
تَجاحَمَ	5	ل
جَحَنَ	3	ل
جَحِنَ	3	ل
جَحَّنَ	4	ل
أَجْحَنَ	4	ل
جَحا	3	ل/م
اِجْتَحَى	5	م
جَخا	3	ل/م
جَخَّى	4	ل
تَجَخَّى	5	ل
جَخَّ	3	ل
جَدَبَ	3	ل/م
جَدُبَ	3	ل
جَدِبَ	3	ل
جادَبَ	4	م
أَجْدَبَ	4	ل/م
تَجَدَّبَ	5	م
اِجْتَدَثَ	5	ل
جَدَحَ	3	م/ل
جَدَّحَ	4	م
أَجْدَحَ	4	م
اِجْتَدَحَ	5	م
جَدَّ	3	ل
جَدَّ	3	م
جَدَّ	3	ل
جَدَّدَ	4	م
جادَّ	4	م
أَجَدَّ	4	ل/م
تَجَدَّدَ	5	ل
اِسْتَجَدَّ	6	ل/م
جَدَرَ	3	ل/م
جَدُرَ	3	ل
جَدِرَ	3	ل
جَدَّرَ	4	ل/م
أَجْدَرَ	4	ل
اِجْتَدَرَ	5	م
جَدَعَ	3	م
جَدِعَ	3	ل
جَدَّعَ	4	م
جادَعَ	4	م
أَجْدَعَ	4	م
تَجادَعَ	5	ل
جَدَفَ	3	ل/م
جَدَّفَ	4	ل
أَجْدَفَ	4	ل
جَدَلَ	3	ل
جَدَلَ	3	م
جَدِلَ	3	ل
جَدَّلَ	4	م
جادَلَ	4	م
أَجْدَلَ	4	ل
تَجَدَّلَ	5	ل
تَجادَلَ	5	ل
اِنْجَدَلَ	5	ل
اِجْتَدَلَ	5	ل
جَدا	3	م/ل
جَدَى	3	م
جَدَّى	4	م
أَجْدَى	4	ل/م
اِجْتَدَى	5	م
اِسْتَجْدَى	6	م
جَذَبَ	3	ل/م
جاذَبَ	4	م
تَجَذَّبَ	5	ل/م
تَجاذَبَ	5	م
اِنْجَذَبَ	5	ل
اِجْتَذَبَ	5	م
جَذَّ	3	م
جَذَّذَ	4	م
تَجَذَّذَ	5	ل
اِنْجَذَّ	5	ل
جَذَرَ	3	م
أَجْذَرَ	4	م
اِنْجَذَرَ	5	ل
جَذَعَ	3	م/ل
أَجْذَعَ	4	ل
تَجاذَعَ	5	ل
جَذَفَ	3	ل/م
أَجْذَفَ	4	ل
تَجَذَّفَ	5	ل
اِنْجَذَفَ	5	ل
جَذَلَ	3	ل
جَذِلَ	3	ل
أَجْذَلَ	4	م
تَجاذَلَ	5	ل
اِجْتَذَلَ	5	ل
اِسْتَجْذَلَ	6	ل
جَذَمَ	3	م
جَذِمَ	3	ل
جَذَّمَ	4	م
أَجْذَمَ	4	م/ل
تَجَذَّمَ	5	ل
اِنْجَذَمَ	5	ل
جَذا	3	ل
جَذَى	3	م
أَجْذَى	4	ل/م
تَجَذَّى	5	ل
تَجَاذَى	5	م
اِجْذَوَى	5	م
اِجْذَوَذَى	6	ل
جَرُؤَ	3	ل
جَرَّأَ	4	م
تَجَرَّأَ	5	ل
اِجْتَرَأَ	5	ل
جَرِبَ	3	ل
جَرَّبَ	4	م
أَجْرَبَ	4	ل
جَرَجَ	3	م
جَرِجَ	3	ل
جَرَّجَ	4	م
جَرَحَ	3	م
جَرِحَ	3	ل
جَرَّحَ	4	م
اِجْتَرَحَ	5	م/ل
اِسْتَجْرَحَ	6	ل
جَرَدَ	3	م
جَرِدَ	3	ل
جَرَّدَ	4	م
تَجَرَّدَ	5	ل
اِنْجَرَدَ	5	ل
جَرَذَ	3	ل
جَرِذَ	3	ل
جَرَّذَ	4	م
أَجْرَذَ	4	م
جَرَّ	3	ل/م
جَرَّرَ	4	م
جارَّ	4	م
أَجَرَّ	4	ل/م
اِنْجَرَّ	5	ل
اِجْتَرَّ	5	ل/م
اِسْتَجَرَّ	6	ل/م
جَرَزَ	3	ل/م
جَرُزَ	3	ل
جَرِزَ	3	ل
جارَزَ	4	م
أَجْرَزَ	4	ل
تَجارَزَ	5	ل
جَرَسَ	3	ل/م
جَرَّسَ	4	ل/م
أَجْرَسَ	4	ل/م
تَجَرَّسَ	5	ل
جَرَشَ	3	م
جَرَّشَ	4	م
اِجْتَرَشَ	5	ل/م
جَرَضَ	3	م
جَرِضَ	3	ل
أَجْرَضَ	4	م
جَرَعَ	3	م
جَرِعَ	3	ل
جَرَّعَ	4	م
أَجْرَعَ	4	م
اِجْتَرَعَ	5	م
جَرَفَ	3	ل/م
جَرَّفَ	4	ل/م
أَجْرَفَ	4	ل
تَجَرَّفَ	5	م
اِنْجَرَفَ	5	ل
اِجْتَرَفَ	5	م
جَرَمَ	3	ل/م
جَرُمَ	3	ل
جَرِمَ	3	ل
جَرَّمَ	4	م
أَجْرَمَ	4	ل/م
تَجَرَّمَ	5	ل
اِجْتَرَمَ	5	ل/م
جَرَنَ	3	ل/م
جَرَّنَ	4	م
أَجْرَنَ	4	م
اِجْتَرَنَ	5	ل
جَرَى	3	ل
جَرَّى	4	م
جارَى	4	م
أَجْرَى	4	م/ل
تَجارَى	5	ل
اِسْتَجْرَى	6	م
جَزَأ	3	ل/م
جَزَّأَ	4	م
أَجْزَأَ	4	ل
تَجَزَّأَ	5	ل/م
اِجْتَزَأَ	5	ل
جَزَحَ	3	ل/م
جَزَرَ	3	ل/م
أَجْزَرَ	4	ل/م
اِجْتَزَرَ	5	م
اِنْجَزَرَ	5	ل
جَزَّ	3	ل/م
جَزَّ	3	ل
أَجَزَّ	4	ل/م
اِجْتَزَّ	5	م
اِسْتَجَزَّ	6	ل
جَزَعَ	3	م
جَزِعَ	3	ل
جَزَّعَ	4	ل/م
أَجْزَعَ	4	م
تَجَزَّعَ	5	ل/م
اِنْجَزَعَ	5	ل
اِجْتَزَعَ	5	م
جَزَفَ	3	ل
جازَفَ	4	ل
اِجْتَزَفَ	5	م
جَزَلَ	3	م/ل
جَزُلَ	3	ل
جَزِلَ	3	ل
أَجْزَلَ	4	م/ل
اِسْتَجْزَلَ	6	م
جَزَمَ	3	ل/م
جَزَّمَ	4	ل
تَجَزَّمَ	5	ل
اِنْجَزَمَ	5	ل
اِجْتَزَمَ	5	م
جَزَى	3	ل/م
جازَى	4	م
أَجْزَى	4	ل
تَجازَى	5	م
اِجْتَزَى	5	م
جَسَأَ	3	ل
جَسَدَ	3	م
جَسِدَ	3	ل
جَسَّدَ	4	م
أَجْسَدَ	4	م
تَجَسَّدَ	5	ل
جَسَرَ	3	ل/م
جَسَّرَ	4	م
تَجاسَرَ	5	ل
اِجْتَسَرَ	5	م
جَسَّ	3	م
تَجَسَّسَ	5	م/ل
اِجْتَسَّ	5	م
جَسُمَ	3	ل
جَسَّمَ	4	م
تَجَسَّمَ	5	ل/م
جَسا	3	ل
جَسِيَ	3	ل
جاسَى	4	م
جَشَأَ	3	ل
جَشَّأَ	4	ل
تَجَشَّأَ	5	ل
اِجْتَشَأَ	5	ل/م
جَشَبَ	3	ل/م
جَشُبَ	3	ل
جَشِبَ	3	ل
جَشَرَ	3	ل/م
جَشِرَ	3	ل
جَشَّرَ	4	م
تَجَشَّرَ	5	ل
جَشَّ	3	ل/م
جَشَّ	3	ل
أَجَشَّ	4	ل/م
اِجْتَشَّ	5	ل
جَشِعَ	3	ل
تَجَشَّعَ	5	ل
تَجاشَعَ	5	م
جَشِمَ	3	ل/م
جَشَّمَ	4	م
أَجْشَمَ	4	م
تَجَشَّمَ	5	م
جَشِنَ	3	ل
جَصَّ	3	ل
جَصَّصَ	4	ل/م
جَضَّ	3	ل
جَضَّضَ	4	ل
جَعَبَ	3	م
جَعَّبَ	4	م
