#verbs extracted from القاعدة الصرفية
# الحقل الثالث يمثل رقم جدول التصريف في القاعدة الصرفية
# الحقل الثاني: لازم، متعدي أو مشترك بينهما
verb	transitive	Table-base
دَوَّمَ	ل/م	112
داوَمَ	ل/م	109
أَدامَ	ل/م	105
تَدَوَّمَ	ل	126
اِسْتَدامَ	ل/م	132
دانَ	ل	34
دَوَّنَ	م	112
تَدَوَّنَ	ل	126
دَوِيَ	ل	44
دَوَّى	ل/م	113
داوَى	م	111
أَدْوَى	ل/م	104
تَداوَى	ل	125
اِدَّوَى	ل	116
داثَ	ل	45
دَيَّثَ	ل/م	112
تَدَيَّثَ	ل	126
داصَ	ل	45
اِنْداصَ	ل	122
دانَ	ل/م	45
دَيَّنَ	م	112
دايَنَ	م	109
أَدانَ	ل/م	105
تَدَيَّنَ	ل	126
تَدايَنَ	ل	123
اِدَّانَ	ل	117
اِسْتَدانَ	ل/م	132
ذَأَبَ	ل/م	26
ذَؤُبَ	ل	28
ذَئِبَ	ل	27
ذَأَّبَ	م	112
أَذْأَبَ	ل/م	102
تَذَأَّبَ	ل/م	126
تَذاءَبَ	ل/م	123
اِسْتَذْأَبَ	ل	129
ذَئِرَ	ل/م	27
ذاءَرَ	ل	109
أَذْأَرَ	م	102
ذَأَفَ	ل/م	26
ذَأَلَ	ل/م	26
تَذاءَلَ	ل	123
ذَأَمَ	م	26
أَذْأَمَ	م	102
ذَبَّ	ل	9
ذَبَّ	ل/م	8
ذَبَّبَ	ل/م	112
أَذَبَّ	ل	103
ذَبَحَ	م	3
ذَبَّحَ	ل/م	112
تَذابَحَ	ل	123
اِذَّبَحَ	ل	118
ذَبَرَ	ل/م	1/2
ذَبِرَ	ل	4
ذَبَّرَ	م	112
ذَبَلَ	ل/م	1
أَذْبَلَ	م/ل	102
تَذَبَّلَ	ل	126
ذَحَجَ	م/ل	3
أَذْحَجَ	ل	102
ذَحَّ	م	8
ذَخَرَ	م	3
اِذَّخَرَ	م	118
ذَرَأَ	ل/م	14
ذَرِئَ	ل	15
أذْرَأَ	م	102
ذَرَبَ	م	1
ذَرِبَ	ل	4
ذَرَّبَ	م	112
أَذْرَبَ	ل	102
ذَرَحَ	م	3
ذَرَّحَ	م	112
ذَرَّ	ل/م	8
ذَرَّ	ل	10
ذَرَعَ	ل/م	3
ذَرَعَ	م	1
ذَرُعَ	ل	7
ذَرِعَ	ل	4
ذَرَّعَ	ل/م	112
ذارَعَ	م	109
أَذْرَعَ	ل/م	102
تَذَرَّعَ	ل	126
تَذارَعَ	م	123
اِنْذَرَعَ	ل	119
اِسْتَذْرَعَ	ل	129
ذَرَفَ	ل/م	2
ذَرِفَ	ل	4
ذَرَّفَ	م/ل	112
تَذارَفَ	ل	123
اِسْتَذْرَفَ	ل/م	129
ذَرَقَ	ل	1/2
ذَرَّقَ	م	112
أَذْرَقَ	ل	102
ذَرا	ل/م	17
ذَرَى	م	21
ذَرَّى	م	113
أَذْرَى	م	104
تَذَرَّى	ل/م	127
اِسْتَذْرَى	ل/م	131
ذَعَرَ	ل	3
ذَعِرَ	ل	4
أَذْعَرَ	م	102
تَذَعَّرَ	ل	126
اِنْذَعَرَ	ل	119
ذَعَفَ	ل/م	3
أَذْعَفَ	م	102
اِنْذَعَفَ	ل	119
ذَعِنَ	ل	4
أَذْعَنَ	ل	102
ذَفِرَ	ل	4
اِسْتَذْفَرَ	ل	129
ذَفَّ	ل	8/9
ذَفَّفَ	ل/م	112
ذافَّ	م/ل	110
أَذَفَّ	م	103
اِسْتَذَفَّ	ل	130
ذَقَنَ	ل/م	1
ذَقِنَ	ل	4
ذَقَّنَ	ل	112
ذَكَرَ	م	1
ذَكِرَ	ل	4
ذَكَّرَ	م	112
ذاكَرَ	م	109
أَذْكَرَ	ل/م	102
تَذَكَّرَ	ل/م	126
تَذاكَرَ	ل/م	123
اِذَّكَرَ	م	118
اِسْتَذْكَرَ	م	129
ذَكا	ل/م	17
ذَكُوَ	ل	20
ذَكِيَ	ل	19
ذَكَّى	ل/م	113
أَذْكَى	ل/م	104
اِسْتَذْكَى	ل	131
ذَلِفَ	ل	4
ذَلَقَ	ل/م	1
ذَلُقَ	ل	7
ذَلِقَ	ل	4
ذَلَّقَ	م	112
أَذْلَقَ	ل/م	102
اِنْذَلَقَ	ل	119
ذَلَّ	ل	9
ذَلَّلَ	م	112
أَذَلَّ	ل/م	103
تَذَلَّلَ	ل	126
اِسْتَذَلَّ	م	130
ذَمَرَ	ل/م	1
ذَمَّرَ	م	112
تَذَمَّرَ	ل	126
تَذامَرَ	ل	123
ذَمَلَ	ل	1
ذَمَّلَ	م	112
ذَمَّ	ل/م	8/9
ذَمَّمَ	م	112
أَذَمَّ	ل/م	103
تَذَمَّمَ	ل	126
تَذامَّ	ل	124
اِسْتَذَمَّ	ل	130
ذَمِهَ	ل	4
أَذْمَهَ	م	102
ذَمَى	ل/م	21
أَذْمَى	م	104
اِسْتَذْمَى	م	131
ذَنَبَ	م	1/2
ذَنَّبَ	ل/م	112
أَذْنَبَ	ل	102
تَذَنَّبَ	ل/م	126
تَذانَبَ	ل	123
اِسْتَذْنَبَ	ل/م	129
ذَنَّ	ل	9
ذَنَّ	ل	10
ذَنَّنَ	ل	112
ذانَّ	م	110
ذَهَبَ	ل/م	3
ذَهَّبَ	م	112
أَذْهَبَ	م	102
ذَهَلَ	م	3
ذَهِلَ	ل/م	4
أَذْهَلَ	م	102
ذَهَنَ	م	1
ذَهُنَ	ل	7
ذَهِنَ	ل/م	4
ذاهَنَ	م	109
اِسْتَذْهَنَ	م	129
ذابَ	ل	34
ذوَّبَ	م	112
أَذابَ	ل/م	105
اِسْتَذابَ	م	132
ذاحَ	ل/م	34
ذَوَّحَ	م	112
ذادَ	م	34
ذَوَّدَ	م	112
أَذادَ	م	105
ذاقَ	م	34
أَذاقَ	م	105
تَذَوَّقَ	م	126
تَذاوَقَ	م	123
اِسْتَذاقَ	ل/م	132
ذَوَّلَ	م	112
ذَوَى	ل	43
أَذْوَى	م	104
ذَيَّأَ	م	112
تَذَيَّأَ	ل	126
ذَيَّخَ	ل	112
أَذاخَ	ل	105
ذاطَ	ل	45
ذاعَ	ل	45
أَذاعَ	م/ل	105
ذالَ	ل	45
ذَيَّلَ	م/ل	112
أَذالَ	م	105
تَذَيَّلَ	ل	126
تَذايَلَ	ل	123
ذامَ	م	45
رَأَبَ	ل/م	26
رَأَدَ	ل	26
رَؤُدَ	ل	28
تَرَأَّدَ	ل	126
تراءَدَ	ل	123
اِرْتَأَدَ	ل	114
رَأَسَ	ل/م	26
رَئِسَ	ل	27
رَأَّسَ	م	112
راءَسَ	ل	109
رَسِحَ	ل	4
أَرْسَحَ	م	102
رَسَخَ	ل	3
أَرْسَخَ	م	102
رَسَّ	ل/م	8
رَسَّسَ	ل	112
تَراسَسَ	م	124
اِرْتَسَّ	ل	115
رَسَعَ	ل/م	3
رَسِعَ	ل	4
رَسَّعَ	ل/م	112
رَسَغَ	ل/م	3
رَسَّغَ	ل	112
راسَغَ	م	109
اِرْتَسَغَ	ل	114
رَسَفَ	ل	1/2
أَرْسَفَ	م	102
رَسِلَ	ل	4
رَسَّلَ	ل	112
راسَلَ	م	109
أَرْسَلَ	م	102
تَرَسَّلَ	ل	126
تَراسَلَ	ل	123
اِسْتَرْسَلَ	ل	129
رَسَمَ	ل/م	1
رَسَمَ	ل	2
رَسَّمَ	م	112
أَرْسَمَ	م	102
تَرَسَّمَ	ل/م	126
اِرْتَسَمَ	ل	114
رَسَنَ	م	1/2
أَرْسَنَ	ل/م	102
رَسا	ل/م	17
أَرْسَى	ل/م	104
رَشَأَ	ل	14
رَشَحَ	ل	3
رَشَّحَ	م	112
أَرْشَحَ	ل	102
تَرَشَّحَ	ل	126
اِسْتَرْشَحَ	ل/م	129
رَشَدَ	ل	1
رَشِدَ	ل	4
رَشَّدَ	م	112
أَرْشَدَ	م	102
اِسْتَرْشَدَ	ل/م	129
رَشَّ	ل/م	8
أَرَشَّ	ل/م	103
تَرَشَّشَ	ل	126
اِسَتَرَشَّ	ل	130
رَشَفَ	م	2
رَشِفَ	ل	4
أَرْشَفَ	م	102
تَرَشَّفَ	م	126
اِرْتَشَفَ	م	114
رَشَقَ	م	1
رَشُقَ	ل	7
راشَقَ	م	109
أَرْشَقَ	ل/م	102
تَرَشَّقَ	ل	126
تَراشَقَ	ل/م	123
رَشَمَ	م	1
رَشِمَ	ل	4
أَرْشَمَ	ل	102
اِرْتَشَمَ	ل	114
رَشَنَ	ل	1
رَشا	ل/م	17
راشَى	م	111
أَرْشَى	ل/م	104
تَرَشَّى	م	127
اِرْتَشَى	ل/م	116
اِسْتَرْشَى	ل/م	131
رَصَدَ	م	1
راصَدَ	م	109
أَرْصَدَ	ل/م	102
تَرَصَّدَ	م/ل	126
تَراصَدَ	ل	123
اِرْتَصَدَ	م	114
رَصَّ	م	8
رَصَّ	ل	10
رَصَّصَ	ل/م	112
تَرَصَّصَ	ل	126
تَراصَّ	ل	124
اِرْتَصَّ	ل	115
رَصَعَ	ل/م	3
رَصِعَ	ل/م	4
رَصَّعَ	م	112
أَرْصَعَ	م	102
اِرْتَصَعَ	ل/م	114
رَصَفَ	ل/م	1
رَصُفَ	ل	7
رَصِفَ	ل	4
رَصَّفَ	م	112
أَرْصَفَ	ل	102
تَرَصَّفَ	ل	126
تَرَأَّسَ	ل	126
اِرْتَأَسَ	ل	114
رَأَفَ	ل	26
رَؤُفَ	ل	28
رَئِفَ	ل	27
تَرَأَّفَ	ل	126
تَراءَفَ	ل	123
اِسْتَرْأَفَ	م	129
راءَلَ	ل	109
أَرْأَلَ	ل	102
رَأَمَ	م	26
رَئِمَ	ل	27
راءَمَ	م	109
أَرْأَمَ	م	102
تَرَأَّمَ	ل/م	126
رَأَى	م	32
رَأَّى	م	113
راءَى	م	111
أَرْأَى	ل	104
تَرَأَّى	ل	127
تَراءَى	ل/م	125
اِرْتَأَى	م/ل	116
اِسْتَرْأَى	ل/م	131
رَبَأَ	ل/م	14
رابَأَ	م	109
اِرْتَبَأَ	ل/م	114
رَبَّ	م	8
رَبَّبَ	م	112
أَرَبَّ	ل	103
تَرَبَّبَ	ل/م	126
اِرْتَبَّ	م/ل	115
رَبَتَ	م	2
رَبِتَ	ل	4
رَبَّتَ	م	112
رَبَثَ	م	1
رَبَّثَ	م	112
تَرَبَّثَ	ل	126
اِرْتَبَثَ	ل	114
اِرْبَثَّ	ل	128
اِرْباثَّ	ل	135
رَبُجَ	ل	7
أَرْبَجَ	ل	102
تَرَبَّجَ	ل	126
رَبِحَ	ل	4
رابَحَ	م	109
أَرْبَحَ	ل/م	102
تَرَبَّحَ	ل	126
رَبِخَ	ل	4
أَرْبَخَ	ل	102
تَرَبَّخَ	ل	126
رَبَدَ	ل/م	1
رَبِدَ	ل	4
تَرَبَّدَ	ل	126
اِرْبَدَّ	ل	128
اِرْبادَّ	ل	135
رَبِذَ	ل	4
أَرْبَذَ	م	102
رَبُزَ	ل	7
رَبَّزَ	م	112
اِرْتَبَزَ	ل	114
رَبَسَ	م	1
تَرَبَّسَ	ل/م	126
اِرْتَبَسَ	ل	114
اِرْبَسَّ	ل	128
رَبِشَ	ل	4
أَرْبَشَ	ل	102
رَبَصَ	ل/م	1
تَرَبَّصَ	ل/م	126
رَبَضَ	ل/م	2
رَبَضَ	م	1
رَبَّضَ	م	112
أَرْبَضَ	ل/م	102
تَرَبَّضَ	ل	126
رَبَطَ	م/ل	1
رَبَطَ	ل	2
رابَطَ	ل	109
تَرابَطَ	ل	123
اِرْتَبَطَ	ل/م	114
رَبَعَ	ل/م	1/2/3
رَبَّعَ	م	112
رابَعَ	م	109
أَرْبَعَ	ل/م	102
تَرَبَّعَ	ل/م	126
اِرْتَبَعَ	ل/م	114
اِسْتَرْبَعَ	ل/م	126
رَبَغَ	ل	3
رَبُغَ	ل	7
رَبِغَ	ل	4
أَرْبَغَ	ل	102
رَبَقَ	م	1/2
رَبَّقَ	م	112
اِرْتَبَقَ	ل	114
رَبَكَ	م	1
رَبِكَ	ل	4
اِرْتَبَكَ	ل	114
رَبَلَ	ل	1/2
تَرَبَّلَ	ل	126
اِرْتَبَلَ	ل	114
أَرْبَنَ	م	102
تَرَبَّنَ	ل	126
رَبا	ل/م	17
رَبِيَ	ل	19
رَبَّى	م	113
رابَى	م	111
أَرْبَى	ل/م	104
تَرَبَّى	ل	127
رَتَأَ	ل/م	14
أَرْتَأَ	ل/م	102
رَتَبَ	ل/م	1
رَتَّبَ	ل/م	112
أَرْتَبَ	ل/م	102
تَرَتَّبَ	ل	126
رَتَّ	ل	10
أَرَتَّ	م	103
رَتَجَ	ل/م	1
رَتِجَ	ل	4
أَرْتَجَ	ل/م	102
رَتَخ	ل	1
أَرْتَخَ	ل	102
رَتَعَ	ل	3
أَرْتَعَ	ل/م	102
رَتَقَ	م	1/2
رَتِقَ	ل	4
اِرْتَتَقَ	ل	114
رَتَكَ	ل	1
أَرْتَكَ	ل/م	102
رَتِلَ	ل	4
رَتَّلَ	م	112
تَرَتَّلَ	ل	126
رَتَمَ	ل	2
أَرْتَمَ	ل/م	102
تَرَتَّمَ	ل	126
اِرْتَتَمَ	ل	114
رَتَنَ	م	1
رَتا	ل/م	17
رَثَأَ	ل/م	14
رَثِئَ	ل	15
أَرْثَأَ	ل	102
اِرْتَثَأَ	ل/م	114
رَثَّ	ل	8/9
رَثَّ	ل	10
أَرَثَّ	ل/م	103
اِرْتَثَّ	م	115
رَثَدَ	م	1
رَثِدَ	ل	4
أرْثَدَ	ل	102
اِرْتَثَدَ	م	114
رَثِعَ	ل	4
رَثَمَ	م	2
رَثِمَ	ل	4
رَثَّمَ	م	112
رَثَنَ	م	2
رَثَّنَ	م	112
تَرَثَّنَ	ل	126
رَثا	م	17
رَثَى	م	21
رَثِيَ	ل	23
رَثَّى	م	113
تَرَثَّى	م	127
أَرْجَأَ	ل/م	102
رَجَبَ	ل/م	1
رَجِبَ	ل	4
رَجَّبَ	ل/م	112
أَرْجَبَ	م	102
رَجَّ	م	8
رَجَّ	ل	10
أَرَجَّ	ل	103
اِرْتَجَّ	ل	115
رَجَحَ	ل/م	3
رَجَّحَ	م	112
راجَحَ	م	109
أَرْجَحَ	م/ل	102
تَرَجَّحَ	ل	126
اِرْتَجَحَ	ل	114
رَجَدَ	م	1
رَجَزَ	ل	1
رَجِزَ	ل	4
رَجَّزَ	م	112
راجَزَ	م	109
تَرَجَّزَ	ل	126
تَراجَزَ	ل	123
اِرْتَجَزَ	ل	114
رَجَسَ	ل/م	1
رَجَسَ	م	2
رَجُسَ	ل	7
رَجِسَ	ل	4
أَرْجَسَ	ل	102
اِرْتَجَسَ	ل	114
رَجَعَ	ل/م	2
رَجَّعَ	ل/م	112
راجَعَ	م	109
أَرْجَعَ	ل/م	102
تَرَجَّعَ	ل/م	126
تَراجَعَ	ل/م	123
اِرْتَجَعَ	ل/م	114
اِسْتَرْجَعَ	ل/م	129
رَجَفَ	ل/م	1
أَرْجَفَ	ل/م	102
اِرْتَجَفَ	ل	114
اِسْتَرْجَفَ	م	129
رَجَلَ	م	1
رَجِلَ	ل	4
رَجَّلَ	م	112
أَرْجَلَ	ل/م	102
تَرَجَّلَ	ل/م	126
اِرْتَجَلَ	ل/م	114
رَجَمَ	م	1
رَجَّمَ	ل/م	112
راجَمَ	ل	109
تَراجَمَ	ل	123
اِرْتَجَمَ	ل	114
اِسْتَرْجَمَ	م	129
رَجَنَ	ل/م	1
أَرْجَنَ	ل/م	102
اِرْتَجَنَ	ل	114
رَجا	م	17
رَجَى	ل	19
رَجَّى	م	113
أَرْجَى	ل/م	104
تَرَجَّى	م	127
اِرْتَجَى	م	116
رَحُبَ	ل/م	7
رَحِبَ	ل	4
رَحَّبَ	م/ل	112
أَرْحَبَ	ل/م	102
تَراحَبَ	ل	123
رَحَّ	ل	10
رَحَضَ	م	3
رَحَّضَ	م	112
أَرْحَضَ	م	102
اِرْتَحَضَ	ل	114
رَحَلَ	ل/م	3
رَحَّلَ	م	112
راحَلَ	م	109
أَرْحَلَ	ل/م	102
تَرَحَّلَ	ل/م	126
اِرْتَحَلَ	ل/م	114
اِسْتَرْحَلَ	م	129
رَحُمَ	ل	7
رَحِمَ	ل/م	4
رَحَّمَ	ل	112
تَرَحَّمَ	ل	126
تَراحَمَ	ل	123
اِسْتَرْحَمَ	م	129
رَحا	ل/م	17
رَحَى	ل/م	21
رَحَّى	م	113
تَرَحَّى	ل	127
رَخَّ	ل	9
رَخَّ	م	8
رَخَّ	ل	10
أَرَخَّ	م	103
اِرْتَخَّ	ل	115
رَخُصَ	ل	7
رَخَّصَ	ل/م	112
أَرْخَصَ	م/ل	102
تَرَخَّصَ	ل	126
اِرْتَخَصَ	م	114
اِسْتَرْخَصَ	م	129
رَخَفَ	ل	1
رَخُفَ	ل	7
رَخِفَ	ل	4
أَرْخَفَ	م	102
تَرَخَّلَ	ل	126
رَخَمَ	ل/م	1
رَخُمَ	ل	7
رَخِمَ	ل	4
رَخَّمَ	م	112
أَرْخَمَ	ل	102
رَخا	ل	17
رَخَى	ل	19
رَخُوَ	ل	20
رَخَّى	م	113
راخَى	ل/م	111
أَرْخَى	ل/م	104
تَراخَى	ل	125
اِسْتَرْخَى	ل	131
رَدَأَ	م	14
رَدُؤَ	ل	16
أَرْدَأَ	ل/م	102
تَرادَأَ	ل	123
تَرَدَّبَ	ل	126
رَدَجَ	ل	2
رَدَحَ	ل/م	3
رَدُحَ	ل	7
رَدَّحَ	م	112
أَرْدَحَ	م	102
رَدَخَ	م	3
رَدَّ	م/ل	8
رَدَّدَ	م	112
رادَّ	م	110
أَرَدَّ	ل	103
تَرَدَّدَ	ل	126
تَرادَّ	ل/م	124
اِرْتَدَّ	ل/م	115
اِسْتَرَدَّ	م	130
رَدَسَ	م/ل	1/2
رَدَعَ	م	3
رَدَّعَ	م	112
تَرَدَّعَ	ل	126
تَرادَعَ	ل	123
اِرْتَدَعَ	ل	114
رَدِغَ	ل	4
أَرْدَغَ	ل	102
اِرْتَدَغَ	ل	114
رَدَفَ	م	1
رَدِفَ	م	4
رادَفَ	ل/م	109
أَرْدَفَ	ل/م	102
تَرَدَّفَ	م	126
تَرادَفَ	ل	123
اِرْتَدَفَ	ل/م	114
اِسْتَرْدَفَ	م	129
رَدَمَ	ل/م	1/2
رَدَّمَ	م	112
أَرْدَمَ	ل	102
تَرَدَّمَ	ل/م	126
اِرْتَدَمَ	ل	114
رَدَنَ	ل/م	1
رَدِنَ	ل	4
رَدَّنَ	م	112
أَرْدَنَ	ل/م	102
اِرْتَدَنَ	ل	114
رَدَهَ	ل/م	3
رَدَّهَ	ل	112
رَدَى	ل	21
رَدِيَ	ل	23
رَدَّى	م	113
رادَى	ل	111
أَرْدَى	ل/م	104
تَرَدَّى	ل	127
تَرادَى	ل	125
اِرْتَدَى	م/ل	116
رَذَّ	ل	8
أَرَذَّ	ل	103
رَذَلَ	م	1
رَذُلَ	ل	7
أَرْذَلَ	ل/م	102
اِسْتَرْذَلَ	م	129
رَذَمَ	ل/م	1/2
رَذِمَ	ل	4
أَرْذَمَ	ل	102
رَذِيَ	ل	19
أَرْذَى	ل/م	104
رَزَأَ	م	14
رَزِئَ	م	15
رَزَّأَ	م	112
تَرازَأَ	م	123
اِرْتَزَأَ	ل/م	114
رَزَبَ	ل	1
رَزَحَ	ل/م	3
رَزَّحَ	م	112
أَرْزَحَ	م	102
تَرازَحَ	ل	123
رَزَخَ	م	3
رَزَّ	ل/م	8/9
رَزَّزَ	م	112
أَرَزَّ	ل	103
اِرْتَزَّ	ل	115
رَزِغَ	ل	4
رازَغَ	م	109
أَرْزَغَ	ل/م	102
اِسْتَرْزَغَ	م	129
رَزَفَ	ل	2
رَزَّفَ	ل	112
أَرْزَفَ	ل/م	102
رَزَقَ	م	1
اِرْتَزَقَ	ل/م	114
اِسْتَرْزَقَ	م	129
رَزَمَ	ل/م	1
رَزَّمَ	ل/م	112
رازَمَ	ل/م	109
أَرْزَمَ	ل	102
تَرَزَّمَ	ل	126
رَزَنَ	ل/م	1
رَزُنَ	ل	7
تَرَزَّنَ	ل	126
تَرازَنَ	ل	123
رَسَبَ	ل	1
أَرْسَبَ	ل/م	102
تَراصَفَ	ل	123
اِرْتَصَفَ	ل	114
أَرْصَقَ	م	102
اِرْتَصَقَ	ل	114
رَصَنَ	م	1
رَصُنَ	ل	7
رَصَّنَ	م	112
أَرْصَنَ	م	102
رَصا	م	17
أَرْصَى	ل	104
رَضَبَ	ل/م	1
تَرَضَّبَ	م	126
رَضَحَ	م	3
تَرَضَّحَ	م	126
اِرْتَضَحَ	ل	114
رَضَخَ	ل/م	2/3
راضَخَ	م	109
أَرْضَخَ	ل	102
تَرَضَّخَ	م	126
تَراضَخَ	ل	123
اِرْتَضَخَ	م	114
رَضَّ	م	8
أَرَضَّ	ل/م	103
اِرْتَضَّ	ل	115
رَضَعَ	ل/م	3
رَضَعَ	م	2
رَضُعَ	ل	7
رَضِعَ	م	4
راضَعَ	م/ل	109
أَرْضَعَ	ل/م	102
تَراضَعَ	ل	123
اِرْتَضَعَ	م/ل	114
اِسْتَرْضَعَ	م	129
رَضَفَ	م	2
رَضَّفَ	م	112
أَرْضَكَ	م	102
رَضَمَ	ل/م	2
اِرْتَضَمَ	ل	114
رَضَنَ	م	2
رَضا	م	17
رَضِيَ	م/ل	19
رَضَّى	م	113
راضَى	م	111
أَرْضَى	م	104
تَرَضَّى	م	127
تَراضَى	ل/م	125
اِرْتَضَى	م	116
اِسْتَرْضَى	م	131
رَطَأَ	م	14
رَطِئَ	ل	15
اِسْتَرْطَأَ	ل/م	129
رَطَبَ	ل/م	1
رَطُبَ	ل	7
رَطِبَ	ل	4
رَطَّبَ	ل/م	112
أَرْطَبَ	ل/م	102
تَرَطَّبَ	ل	126
رَطَسَ	م	1/2
أَرْطَسَ	ل	128
أَرَطَّ	ل	103
اِسْتَرَطَّ	م	130
رَطَلَ	ل/م	1
رَطَّلَ	م	112
راطَلَ	ل	109
أَرْطَلَ	ل	102
اِسْتَرْطَلَ	م	129
رَطَمَ	م	1
أَرْطَمَ	ل	102
تَرَطَّمَ	م	126
تَراطَمَ	ل	123
اِرْتَطَمَ	ل	114
رَطَنَ	ل	1
راطَنَ	م	109
تَراطَنَ	ل	123
أَرْطَى	ل	104
رَعَبَ	ل/م	3
رَعَّبَ	ل/م	112
أَرْعَبَ	م	102
اِرْتَعَبَ	ل	114
رَعَثَ	ل/م	3
رَعِثَ	ل	4
رَعَّثَ	م	112
تَرَعَّثَ	ل	126
اِرْتَعَثَ	ل	114
رَعَجَ	ل/م	3
رَعِجَ	ل	4
أرْعَجَ	ل	102
اِرْتَعَجَ	ل	114
رَعَدَ	ل	1/3
أَرْعَدَ	ل/م	102
تَرَعَّدَ	ل	126
اِرْتَعَدَ	ل	114
راعَزَ	ل/م	109
رَعَسَ	ل	3
أَرْعَسَ	م	102
تَرَعَّسَ	ل	126
اِرْتَعَسَ	ل	114
رَعَشَ	ل	3
رَعِشَ	ل	4
رَعَّشَ	م	112
أَرْعَشَ	م	102
اِرْتَعَشَ	ل	114
رَعَصَ	ل/م	3
أَرْعَصَ	م	102
تَرَعَّصَ	ل	126
اِرْتَعَصَ	ل	114
رَعَضَ	ل/م	3
أَرْعَضَ	م	102
اِرْتَعَضَ	ل	114
رَعَظَ	م	3
رَعَّظَ	م	112
أَرْعَظَ	م	102
تَرَعَّظَ	ل	114
رَعَّ	ل	8
رَعَفَ	ل/م	1/3
أَرْعَفَ	م	102
اِرْتَعَفَ	ل	114
اِسْتَرْعَفَ	ل/م	129
رَعَقَ	ل	3
رَعِلَ	ل	4
رَعَّلَ	ل	112
أَرْعَلَ	ل/م	102
اِسْتَرْعَلَ	ل	129
رَعَمَ	ل/م	3
رَعُمَ	ل	7
رَعَّمَ	م	112
رَعَنَ	ل/م	1
رَعُنَ	ل	7
رَعِنَ	ل	4
رَعا	ل/م	17
اِرْعَوَى	ل	116
رَعَى	ل/م	22
رَعَّى	م	113
راعَى	م	111
أَرْعَى	ل/م	104
تَرَعَّى	ل/م	127
اِرْتَعَى	ل/م	116
اِسْتَرْعَى	م	131
رَغُبَ	ل	7
رَغِبَ	ل/م	4
رَغَّبَ	م	112
أَرْغَب	ل/م	102
تَراغَبَ	ل	123
اِرْتَغَبَ	ل/م	114
رَغَثَ	م	3
أَرْغَثَ	م	102
اِرْتَغَثَ	م	114
رَغُدَ	ل	7
رَغِدَ	ل	4
أَرْغَدَ	ل/م	102
اِسْتَرْغَدَ	م	129
اِرْغادَّ	ل	135
رَغَسَ	ل/م	3
رَغَّسَ	م	112
أَرْغَسَ	م	102
اِسْتَرْغَسَ	م	129
رَغَشَ	ل	3
رَغَفَ	م	3
رَغَّفَ	م	112
رَغَلَ	م	3
رَغِلَ	ل	4
أَرْغَلَ	ل/م	102
رَغَمَ	ل/م	3
رَغِمَ	ل	4
رَغَّمَ	م	112
راغَمَ	ل/م	109
أَرْغَمَ	م	102
تَرَغَّمَ	م	126
رَغَنَ	ل	3
أَرْغَنَ	ل/م	102
رَغا	ل	17
رَغَّى	ل/م	113
أَرْغَى	ل/م	104
تَراغَى	ل	125
اِرْتَغَى	م	116
رَفَأَ	م/ل	14
رَفَّأَ	م	112
رافَأَ		م109
أَرْفَأَ	ل/م	102
رَفَتَ	ل/م	1
تَرَفَّتَ	ل/م	126
رَفَثَ	ل	1
رَفِثَ	ل	4
رافَثَ	م	109
ترافَثَ	ل	123
رَفَدَ	ل/م	2
رَفَّدَ	ل/م	112
رافَدَ	م	109
تَرافَدَ	ل	123
اِرْتَفَدَ	ل/م	114
اِسْتَرْفَدَ	م	129
رَفَسَ	ل/م	1/2
رَفَشَ	ل/م	1
رَفِشَ	ل	4
رَفَّشَ	م	112
أَرْفَشَ	ل	102
تَرافَصَ	م/ل	123
اِرْتَفَصَ	ل	114
رَفَضَ	ل/م	1/2
رَفَّضَ	ل	112
اِرْفَضَّ	ل	128
اِسْتَرْفَضَ	ل	129
رَفَعَ	ل/م	3
رَفُعَ	ل	7
رَفَّعَ	ل/م	112
رافَعَ	م	109
تَرَفَّعَ	ل/م	126
تَرافَعَ	ل	123
اِرْتَفَعَ	ل/م	114
اِسْتَرْفَعَ	ل/م	129
رَفُغَ	ل	7
رَفِغَ	ل	4
أرْفَغَ	ل/م	102
تَرَفَّغَ	ل	126
رَفَّ	ل	9
رَفَّ	م	8
رَفَّ	ل	10
أَرَفَّ	ل	103
اِرْتَفَّ	ل	115
رَفَقَ	ل/م	1
رَفُقَ	ل	7
رافَقَ	م	109
أَرْفَقَ	م	102
تَرَفَّقَ	ل	126
تَرافَقَ	ل	123
اِرْتَفَقَ	ل	114
اِسْتَرْفَقَ	م	129
رَفَلَ	ل/م	1
رَفَّلَ	ل/م	112
أَرْفَلَ	ل/م	102
تَرَفَّلَ	ل	126
رَفَهَ	ل/م	3
رَفَّهَ	م/ل	112
أَرْفَهَ	ل/م	102
تَرَفَّهَ	ل	126
اِسْتَرْفَهَ	ل	129
رَفا	ل/م	17
رَفَّى	م	113
رافَى	م	111
أَرْفَى	ل/م	104
تَرافَى	ل	125
رَقَأَ	ل	14
أَرْقَأَ	م	102
رَقَبَ	م	1
رَقِبَ	ل	4
راقَبَ	م	109
تَرَقَّبَ	م	126
اِرْتَقَبَ	ل/م	114
رَقَحَ	ل/م	3
رَقَّحَ	م	112
تَرَقَّحَ	ل	126
اِرْتَقَحَ	ل	114
رَقَدَ	ل	1
رَقَّدَ	م	112
أَرْقَدَ	م	102
تَراقَدَ	ل	123
اِرْقَدَّ	ل	128
اِسْتَرْقَدَ	ل	129
رَقَشَ	م	1
رَقِشَ	ل	4
رَقَّشَ	م	112
